season,constructor,era,races,total_points,avg_grid_position,avg_finish_position,dnf_rate,wins,podiums,top10_finishes,podium_rate,top10_rate,final_rank,prev_final_rank,prev_total_points,prev_avg_grid_position,prev_avg_finish_position,prev_dnf_rate,prev_wins,prev_podiums,prev_top10_finishes,prev_podium_rate,prev_top10_rate,prev_driver_strength_mean,prev_driver_strength_max
2024,McLaren,2022-2025_ground_effect,24,609.0,4.395833333333333,4.708333333333333,0.020833333333333332,6,21,46,0.4375,0.9583333333333334,1,4.0,266.0,8.795454545454545,9.454545454545455,0.2727272727272727,0.0,9.0,27.0,0.20454545454545456,0.6136363636363636,0.18848484848484848,0.26545454545454544
2025,McLaren,2022-2025_ground_effect,24,775.0,2.9791666666666665,4.229166666666667,0.10416666666666667,14,34,43,0.7083333333333334,0.8958333333333334,1,1.0,609.0,4.395833333333333,4.708333333333333,0.020833333333333332,6.0,21.0,46.0,0.4375,0.9583333333333334,0.46909090909090906,0.5442424242424242
2011,Mercedes,2010-2013_post_points_change,19,165.0,8.921052631578947,10.421052631578947,0.47368421052631576,0,0,25,0.0,0.6578947368421053,4,4.0,214.0,8.657894736842104,9.157894736842104,0.2894736842105263,0.0,3.0,27.0,0.07894736842105263,0.7105263157894737,0.1387878787878788,0.1903030303030303
2012,Mercedes,2010-2013_post_points_change,20,142.0,9.525,12.575,0.325,1,3,18,0.075,0.45,5,4.0,165.0,8.921052631578947,10.421052631578947,0.47368421052631576,0.0,0.0,25.0,0.0,0.6578947368421053,0.1,0.10787878787878788
2013,Mercedes,2010-2013_post_points_change,19,360.0,3.8684210526315788,6.684210526315789,0.13157894736842105,3,9,33,0.23684210526315788,0.868421052631579,2,5.0,142.0,9.525,12.575,0.325,1.0,3.0,18.0,0.075,0.45,0.2290909090909091,0.3212121212121212
2014,Mercedes,2014-2016_early_hybrid,19,701.0,2.9473684210526314,4.2105263157894735,0.15789473684210525,16,31,32,0.8157894736842105,0.8421052631578947,1,2.0,360.0,3.8684210526315788,6.684210526315789,0.13157894736842105,3.0,9.0,33.0,0.23684210526315788,0.868421052631579,0.2636363636363636,0.2715151515151515
2015,Mercedes,2014-2016_early_hybrid,19,703.0,1.8157894736842106,3.210526315789474,0.07894736842105263,16,32,35,0.8421052631578947,0.9210526315789473,1,1.0,701.0,2.9473684210526314,4.2105263157894735,0.15789473684210525,16.0,31.0,32.0,0.8157894736842105,0.8421052631578947,0.6157575757575757,0.6957575757575758
2016,Mercedes,2014-2016_early_hybrid,21,765.0,2.9761904761904763,3.4761904761904763,0.07142857142857142,19,33,39,0.7857142857142857,0.9285714285714286,1,1.0,703.0,1.8157894736842106,3.210526315789474,0.07894736842105263,16.0,32.0,35.0,0.8421052631578947,0.9210526315789473,0.62,0.686060606060606
2017,Mercedes,2017-2021_wide_car,20,668.0,3.475,3.175,0.05,12,26,39,0.65,0.975,1,1.0,765.0,2.9761904761904763,3.4761904761904763,0.07142857142857142,19.0,33.0,39.0,0.7857142857142857,0.9285714285714286,0.396969696969697,0.6848484848484848
2018,Mercedes,2017-2021_wide_car,21,655.0,3.4285714285714284,3.857142857142857,0.09523809523809523,11,25,39,0.5952380952380952,0.9285714285714286,1,1.0,668.0,3.475,3.175,0.05,12.0,26.0,39.0,0.65,0.975,0.5563636363636364,0.6278787878787879
2019,Mercedes,2017-2021_wide_car,21,739.0,3.0238095238095237,3.238095238095238,0.07142857142857142,15,32,40,0.7619047619047619,0.9523809523809523,1,1.0,655.0,3.4285714285714284,3.857142857142857,0.09523809523809523,11.0,25.0,39.0,0.5952380952380952,0.9285714285714286,0.5393939393939394,0.730909090909091
2020,Mercedes,2017-2021_wide_car,17,573.0,2.088235294117647,3.735294117647059,0.058823529411764705,13,25,31,0.7352941176470589,0.9117647058823529,1,1.0,739.0,3.0238095238095237,3.238095238095238,0.07142857142857142,15.0,32.0,40.0,0.7619047619047619,0.9523809523809523,0.42383838383838385,0.7369696969696969
2021,Mercedes,2017-2021_wide_car,22,604.5,4.340909090909091,5.409090909090909,0.13636363636363635,9,28,35,0.6363636363636364,0.7954545454545454,1,1.0,573.0,2.088235294117647,3.735294117647059,0.058823529411764705,13.0,25.0,31.0,0.7352941176470589,0.9117647058823529,0.5,0.6387878787878788
2022,Mercedes,2022-2025_ground_effect,22,495.0,5.9772727272727275,5.5227272727272725,0.11363636363636363,1,17,39,0.38636363636363635,0.8863636363636364,3,1.0,604.5,4.340909090909091,5.409090909090909,0.13636363636363635,9.0,28.0,35.0,0.6363636363636364,0.7954545454545454,0.3463636363636364,0.6672727272727272
2023,Mercedes,2022-2025_ground_effect,22,374.0,6.2727272727272725,7.136363636363637,0.13636363636363635,0,8,37,0.18181818181818182,0.8409090909090909,2,3.0,495.0,5.9772727272727275,5.5227272727272725,0.11363636363636363,1.0,17.0,39.0,0.38636363636363635,0.8863636363636364,0.35757575757575755,0.3781818181818182
2024,Mercedes,2022-2025_ground_effect,24,433.0,7.229166666666667,6.854166666666667,0.10416666666666667,4,9,42,0.1875,0.875,4,2.0,374.0,6.2727272727272725,7.136363636363637,0.13636363636363635,0.0,8.0,37.0,0.18181818181818182,0.8409090909090909,0.2509090909090909,0.2993939393939394
2025,Mercedes,2022-2025_ground_effect,24,424.0,6.5625,7.1875,0.14583333333333334,2,12,37,0.25,0.7708333333333334,2,4.0,433.0,7.229166666666667,6.854166666666667,0.10416666666666667,4.0,9.0,42.0,0.1875,0.875,0.32242424242424245,0.32242424242424245
2011,RB,2010-2013_post_points_change,19,41.0,14.605263157894736,13.81578947368421,0.7894736842105263,0,0,14,0.0,0.3684210526315789,8,9.0,13.0,15.026315789473685,13.710526315789474,0.5263157894736842,0.0,0.0,7.0,0.0,0.18421052631578946,0.00787878787878788,0.009696969696969697
2012,RB,2010-2013_post_points_change,20,26.0,15.825,13.325,0.35,0,0,10,0.0,0.25,9,8.0,41.0,14.605263157894736,13.81578947368421,0.7894736842105263,0.0,0.0,14.0,0.0,0.3684210526315789,0.0,0.0
2013,RB,2010-2013_post_points_change,19,33.0,11.947368421052632,14.0,0.631578947368421,0,0,10,0.0,0.2631578947368421,8,9.0,26.0,15.825,13.325,0.35,0.0,0.0,10.0,0.0,0.25,0.01575757575757576,0.019393939393939394
2014,RB,2014-2016_early_hybrid,19,30.0,11.447368421052632,13.289473684210526,0.5789473684210527,0,0,12,0.0,0.3157894736842105,7,8.0,33.0,11.947368421052632,14.0,0.631578947368421,0.0,0.0,10.0,0.0,0.2631578947368421,0.01575757575757576,0.01575757575757576
2015,RB,2014-2016_early_hybrid,19,67.0,11.342105263157896,11.894736842105264,0.6578947368421053,0,0,17,0.0,0.4473684210526316,7,7.0,30.0,11.447368421052632,13.289473684210526,0.5789473684210527,0.0,0.0,12.0,0.0,0.3157894736842105,0.026666666666666665,0.026666666666666665
2016,RB,2014-2016_early_hybrid,21,63.0,12.023809523809524,13.166666666666666,0.6428571428571429,0,0,16,0.0,0.38095238095238093,7,7.0,67.0,11.342105263157896,11.894736842105264,0.6578947368421053,0.0,0.0,17.0,0.0,0.4473684210526316,0.06747474747474748,0.12121212121212122
2017,RB,2017-2021_wide_car,20,53.0,13.525,13.1,0.85,0,0,12,0.0,0.3,7,7.0,63.0,12.023809523809524,13.166666666666666,0.6428571428571429,0.0,0.0,16.0,0.0,0.38095238095238093,0.030707070707070707,0.055757575757575756
2018,RB,2017-2021_wide_car,21,33.0,14.047619047619047,13.880952380952381,0.7857142857142857,0,0,8,0.0,0.19047619047619047,9,7.0,53.0,13.525,13.1,0.85,0.0,0.0,12.0,0.0,0.3,0.0,0.0
2019,RB,2017-2021_wide_car,21,85.0,12.380952380952381,11.5,0.5952380952380952,0,2,20,0.047619047619047616,0.47619047619047616,6,9.0,33.0,14.047619047619047,13.880952380952381,0.7857142857142857,0.0,0.0,8.0,0.0,0.19047619047619047,0.020606060606060603,0.03515151515151515
2020,RB,2017-2021_wide_car,17,107.0,11.235294117647058,10.705882352941176,0.47058823529411764,1,1,17,0.029411764705882353,0.5,7,6.0,85.0,12.380952380952381,11.5,0.5952380952380952,0.0,2.0,20.0,0.047619047619047616,0.47619047619047616,0.08606060606060606,0.12121212121212122
2021,RB,2017-2021_wide_car,22,142.0,8.931818181818182,11.272727272727273,0.5454545454545454,0,1,22,0.022727272727272728,0.5,6,7.0,107.0,11.235294117647058,10.705882352941176,0.47058823529411764,1.0,1.0,17.0,0.029411764705882353,0.5,0.10909090909090909,0.10909090909090909
2022,RB,2022-2025_ground_effect,22,35.0,11.5,13.522727272727273,0.5227272727272727,0,0,10,0.0,0.22727272727272727,8,6.0,142.0,8.931818181818182,11.272727272727273,0.5454545454545454,0.0,1.0,22.0,0.022727272727272728,0.5,0.0890909090909091,0.1393939393939394
2023,RB,2022-2025_ground_effect,22,22.0,14.431818181818182,13.613636363636363,0.45454545454545453,0,0,8,0.0,0.18181818181818182,7,8.0,35.0,11.5,13.522727272727273,0.5227272727272727,0.0,0.0,10.0,0.0,0.22727272727272727,0.019393939393939394,0.041212121212121214
2024,RB,2022-2025_ground_effect,24,40.0,12.104166666666666,13.291666666666666,0.6041666666666666,0,0,14,0.0,0.2916666666666667,8,7.0,22.0,14.431818181818182,13.613636363636363,0.45454545454545453,0.0,0.0,8.0,0.0,0.18181818181818182,0.008888888888888889,0.016969696969696968
2025,RB,2022-2025_ground_effect,24,88.0,10.5625,12.3125,0.4166666666666667,0,1,17,0.020833333333333332,0.3541666666666667,6,8.0,40.0,12.104166666666666,13.291666666666666,0.6041666666666666,0.0,0.0,14.0,0.0,0.2916666666666667,0.019999999999999997,0.03515151515151515
2011,Red Bull,2010-2013_post_points_change,19,650.0,2.526315789473684,3.473684210526316,0.05263157894736842,12,27,36,0.7105263157894737,0.9473684210526315,1,1.0,498.0,2.3684210526315788,6.026315789473684,0.15789473684210525,9.0,20.0,32.0,0.5263157894736842,0.8421052631578947,0.416969696969697,0.4315151515151515
2012,Red Bull,2010-2013_post_points_change,20,460.0,5.45,6.475,0.15,7,14,32,0.35,0.8,1,1.0,650.0,2.526315789473684,3.473684210526316,0.05263157894736842,12.0,27.0,36.0,0.7105263157894737,0.9473684210526315,0.5484848484848485,0.7115151515151515
2013,Red Bull,2010-2013_post_points_change,19,596.0,3.736842105263158,4.815789473684211,0.13157894736842105,13,24,33,0.631578947368421,0.868421052631579,1,1.0,460.0,5.45,6.475,0.15,7.0,14.0,32.0,0.35,0.8,0.36363636363636365,0.4618181818181818
2014,Red Bull,2014-2016_early_hybrid,19,405.0,7.026315789473684,6.7368421052631575,0.15789473684210525,3,12,32,0.3157894736842105,0.8421052631578947,2,1.0,596.0,3.736842105263158,4.815789473684211,0.13157894736842105,13.0,24.0,33.0,0.631578947368421,0.868421052631579,0.38,0.7357575757575757
2015,Red Bull,2014-2016_early_hybrid,19,187.0,8.894736842105264,9.0,0.5789473684210527,0,3,27,0.07894736842105263,0.7105263157894737,4,2.0,405.0,7.026315789473684,6.7368421052631575,0.15789473684210525,3.0,12.0,32.0,0.3157894736842105,0.8421052631578947,0.19151515151515153,0.37333333333333335
2016,Red Bull,2014-2016_early_hybrid,21,468.0,4.809523809523809,5.738095238095238,0.14285714285714285,2,16,36,0.38095238095238093,0.8571428571428571,2,4.0,187.0,8.894736842105264,9.0,0.5789473684210527,0.0,3.0,27.0,0.07894736842105263,0.7105263157894737,0.10141414141414141,0.12363636363636364
2017,Red Bull,2017-2021_wide_car,20,368.0,6.55,8.65,0.35,3,13,27,0.325,0.675,3,2.0,468.0,4.809523809523809,5.738095238095238,0.14285714285714285,2.0,16.0,36.0,0.38095238095238093,0.8571428571428571,0.33636363636363636,0.3709090909090909
2018,Red Bull,2017-2021_wide_car,21,419.0,7.619047619047619,7.642857142857143,0.2857142857142857,4,13,30,0.30952380952380953,0.7142857142857143,3,3.0,368.0,6.55,8.65,0.35,3.0,13.0,27.0,0.325,0.675,0.28060606060606064,0.3090909090909091
2019,Red Bull,2017-2021_wide_car,21,417.0,5.809523809523809,6.261904761904762,0.21428571428571427,3,9,36,0.21428571428571427,0.8571428571428571,3,3.0,419.0,7.619047619047619,7.642857142857143,0.2857142857142857,4.0,13.0,30.0,0.30952380952380953,0.7142857142857143,0.21393939393939393,0.3927272727272727
2020,Red Bull,2017-2021_wide_car,17,319.0,5.205882352941177,7.705882352941177,0.2647058823529412,2,13,24,0.38235294117647056,0.7058823529411765,2,3.0,417.0,5.809523809523809,6.261904761904762,0.21428571428571427,3.0,9.0,36.0,0.21428571428571427,0.8571428571428571,0.26969696969696966,0.42787878787878786
2021,Red Bull,2017-2021_wide_car,22,578.5,3.6363636363636362,5.840909090909091,0.18181818181818182,11,23,35,0.5227272727272727,0.7954545454545454,2,2.0,319.0,5.205882352941177,7.705882352941177,0.2647058823529412,2.0,13.0,24.0,0.38235294117647056,0.7058823529411765,0.263030303030303,0.3503030303030303
2022,Red Bull,2022-2025_ground_effect,22,724.0,4.113636363636363,4.454545454545454,0.11363636363636363,17,28,39,0.6363636363636364,0.8863636363636364,1,2.0,578.5,3.6363636363636362,5.840909090909091,0.18181818181818182,11.0,23.0,35.0,0.5227272727272727,0.7954545454545454,0.48696969696969694,0.7012121212121212
2023,Red Bull,2022-2025_ground_effect,22,790.0,6.2272727272727275,3.5681818181818183,0.06818181818181818,21,30,41,0.6818181818181818,0.9318181818181818,1,1.0,724.0,4.113636363636363,4.454545454545454,0.11363636363636363,17.0,28.0,39.0,0.6363636363636364,0.8863636363636364,0.6266666666666667,0.8096969696969697
2024,Red Bull,2022-2025_ground_effect,24,537.0,6.458333333333333,6.625,0.1875,9,18,39,0.375,0.8125,3,1.0,790.0,6.2272727272727275,3.5681818181818183,0.06818181818181818,21.0,30.0,41.0,0.6818181818181818,0.9318181818181818,0.696969696969697,1.0
2025,Red Bull,2022-2025_ground_effect,24,410.0,8.666666666666666,8.104166666666666,0.1875,8,15,30,0.3125,0.625,3,3.0,537.0,6.458333333333333,6.625,0.1875,9.0,18.0,39.0,0.375,0.8125,0.2391919191919192,0.6775757575757576
2011,Sauber,2010-2013_post_points_change,19,44.0,13.631578947368421,13.447368421052632,0.7368421052631579,0,0,14,0.0,0.3684210526315789,7,8.0,44.0,14.052631578947368,15.078947368421053,0.631578947368421,0.0,0.0,11.0,0.0,0.2894736842105263,0.02303030303030303,0.03878787878787879
2012,Sauber,2010-2013_post_points_change,20,126.0,11.9,12.55,0.325,0,4,16,0.1,0.4,6,7.0,44.0,13.631578947368421,13.447368421052632,0.7368421052631579,0.0,0.0,14.0,0.0,0.3684210526315789,0.026666666666666665,0.03636363636363636
2013,Sauber,2010-2013_post_points_change,19,57.0,12.973684210526315,12.710526315789474,0.39473684210526316,0,0,11,0.0,0.2894736842105263,7,6.0,126.0,11.9,12.55,0.325,0.0,4.0,16.0,0.1,0.4,0.07636363636363637,0.07636363636363637
2014,Sauber,2014-2016_early_hybrid,19,0.0,15.18421052631579,16.210526315789473,0.9210526315789473,0,0,0,0.0,0.0,10,7.0,57.0,12.973684210526315,12.710526315789474,0.39473684210526316,0.0,0.0,11.0,0.0,0.2894736842105263,0.02121212121212121,0.03515151515151515
2015,Sauber,2014-2016_early_hybrid,19,36.0,13.947368421052632,12.552631578947368,0.6578947368421053,0,0,11,0.0,0.2894736842105263,8,10.0,0.0,15.18421052631579,16.210526315789473,0.9210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Sauber,2014-2016_early_hybrid,21,2.0,18.166666666666668,15.928571428571429,0.9761904761904762,0,0,1,0.0,0.023809523809523808,10,8.0,36.0,13.947368421052632,12.552631578947368,0.6578947368421053,0.0,0.0,11.0,0.0,0.2894736842105263,0.02181818181818182,0.03272727272727273
2017,Sauber,2017-2021_wide_car,20,5.0,16.675,15.1,0.925,0,0,2,0.0,0.05,10,10.0,2.0,18.166666666666668,15.928571428571429,0.9761904761904762,0.0,0.0,1.0,0.0,0.023809523809523808,0.0006060606060606061,0.0012121212121212121
2018,Sauber,2017-2021_wide_car,21,48.0,13.833333333333334,12.785714285714286,0.7380952380952381,0,0,16,0.0,0.38095238095238093,8,10.0,5.0,16.675,15.1,0.925,0.0,0.0,2.0,0.0,0.05,0.0,0.0
2019,Sauber,2017-2021_wide_car,21,57.0,12.166666666666666,12.738095238095237,0.7142857142857143,0,0,13,0.0,0.30952380952380953,8,8.0,48.0,13.833333333333334,12.785714285714286,0.7380952380952381,0.0,0.0,16.0,0.0,0.38095238095238093,0.19454545454545455,0.3890909090909091
2020,Sauber,2017-2021_wide_car,17,8.0,16.558823529411764,13.852941176470589,0.6470588235294118,0,0,5,0.0,0.14705882352941177,8,8.0,57.0,12.166666666666666,12.738095238095237,0.7142857142857143,0.0,0.0,13.0,0.0,0.30952380952380953,0.034545454545454546,0.052121212121212124
2021,Sauber,2017-2021_wide_car,22,13.0,13.25,13.204545454545455,0.7727272727272727,0,0,6,0.0,0.13636363636363635,9,8.0,8.0,16.558823529411764,13.852941176470589,0.6470588235294118,0.0,0.0,5.0,0.0,0.14705882352941177,0.003636363636363637,0.0048484848484848485
2022,Sauber,2022-2025_ground_effect,22,53.0,11.909090909090908,13.204545454545455,0.5227272727272727,0,0,12,0.0,0.2727272727272727,7,9.0,13.0,13.25,13.204545454545455,0.7727272727272727,0.0,0.0,6.0,0.0,0.13636363636363635,0.34424242424242424,0.34424242424242424
2023,Sauber,2022-2025_ground_effect,22,16.0,14.75,14.0,0.45454545454545453,0,0,7,0.0,0.1590909090909091,8,7.0,53.0,11.909090909090908,13.204545454545455,0.5227272727272727,0.0,0.0,12.0,0.0,0.2727272727272727,0.03212121212121212,0.05696969696969697
2024,Sauber,2022-2025_ground_effect,24,4.0,16.3125,15.666666666666666,0.7708333333333334,0,0,1,0.0,0.020833333333333332,10,8.0,16.0,14.75,14.0,0.45454545454545453,0.0,0.0,7.0,0.0,0.1590909090909091,0.009696969696969697,0.012121212121212121
2025,Sauber,2022-2025_ground_effect,24,70.0,14.458333333333334,13.520833333333334,0.4791666666666667,0,1,14,0.020833333333333332,0.2916666666666667,9,10.0,4.0,16.3125,15.666666666666666,0.7708333333333334,0.0,0.0,1.0,0.0,0.020833333333333332,0.04363636363636364,0.04363636363636364
2011,Williams,2010-2013_post_points_change,19,5.0,14.710526315789474,15.605263157894736,0.8421052631578947,0,0,3,0.0,0.07894736842105263,9,6.0,69.0,10.31578947368421,12.552631578947368,0.5526315789473685,0.0,0.0,17.0,0.0,0.4473684210526316,0.05696969696969697,0.05696969696969697
2012,Williams,2010-2013_post_points_change,20,76.0,12.55,13.675,0.425,1,1,15,0.025,0.375,8,9.0,5.0,14.710526315789474,15.605263157894736,0.8421052631578947,0.0,0.0,3.0,0.0,0.07894736842105263,0.0018181818181818182,0.0024242424242424242
2013,Williams,2010-2013_post_points_change,19,5.0,15.473684210526315,14.526315789473685,0.5,0,0,2,0.0,0.05263157894736842,9,8.0,76.0,12.55,13.675,0.425,1.0,1.0,15.0,0.025,0.375,0.07272727272727272,0.07272727272727272
2014,Williams,2014-2016_early_hybrid,19,320.0,6.842105263157895,7.815789473684211,0.23684210526315788,0,9,28,0.23684210526315788,0.7368421052631579,3,9.0,5.0,15.473684210526315,14.526315789473685,0.5,0.0,0.0,2.0,0.0,0.05263157894736842,0.07333333333333333,0.14181818181818182
2015,Williams,2014-2016_early_hybrid,19,257.0,6.7368421052631575,8.5,0.3157894736842105,0,4,26,0.10526315789473684,0.6842105263157895,3,3.0,320.0,6.842105263157895,7.815789473684211,0.23684210526315788,0.0,9.0,28.0,0.23684210526315788,0.7368421052631579,0.22121212121212122,0.26181818181818184
2016,Williams,2014-2016_early_hybrid,21,138.0,9.071428571428571,10.523809523809524,0.47619047619047616,0,1,28,0.023809523809523808,0.6666666666666666,5,3.0,257.0,6.7368421052631575,8.5,0.3157894736842105,0.0,4.0,26.0,0.10526315789473684,0.6842105263157895,0.16787878787878788,0.17696969696969697
2017,Williams,2017-2021_wide_car,20,83.0,12.425,11.5,0.725,0,1,20,0.025,0.5,5,5.0,138.0,9.071428571428571,10.523809523809524,0.47619047619047616,0.0,1.0,28.0,0.023809523809523808,0.6666666666666666,0.06121212121212121,0.06424242424242424
2018,Williams,2017-2021_wide_car,21,7.0,16.333333333333332,14.904761904761905,0.8571428571428571,0,0,3,0.0,0.07142857142857142,10,5.0,83.0,12.425,11.5,0.725,0.0,1.0,20.0,0.025,0.5,0.05454545454545454,0.05454545454545454
2019,Williams,2017-2021_wide_car,21,1.0,16.357142857142858,16.404761904761905,0.9047619047619048,0,0,1,0.0,0.023809523809523808,10,10.0,7.0,16.333333333333332,14.904761904761905,0.8571428571428571,0.0,0.0,3.0,0.0,0.07142857142857142,0.18303030303030304,0.18303030303030304
2020,Williams,2017-2021_wide_car,17,0.0,16.058823529411764,15.735294117647058,0.7058823529411765,0,0,0,0.0,0.0,10,10.0,1.0,16.357142857142858,16.404761904761905,0.9047619047619048,0.0,0.0,1.0,0.0,0.023809523809523808,0.0,0.0
2021,Williams,2017-2021_wide_car,22,23.0,14.113636363636363,14.727272727272727,0.7954545454545454,0,1,6,0.022727272727272728,0.13636363636363635,8,10.0,0.0,16.058823529411764,15.735294117647058,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0018181818181818182,0.0036363636363636364
2022,Williams,2022-2025_ground_effect,22,8.0,16.386363636363637,14.954545454545455,0.6136363636363636,0,0,5,0.0,0.11363636363636363,10,8.0,23.0,14.113636363636363,14.727272727272727,0.7954545454545454,0.0,1.0,6.0,0.022727272727272728,0.13636363636363635,0.07393939393939394,0.1393939393939394
2023,Williams,2022-2025_ground_effect,22,26.0,14.386363636363637,14.113636363636363,0.45454545454545453,0,0,8,0.0,0.18181818181818182,6,10.0,8.0,16.386363636363637,14.954545454545455,0.6136363636363636,0.0,0.0,5.0,0.0,0.11363636363636363,0.0048484848484848485,0.0048484848484848485
2024,Williams,2022-2025_ground_effect,24,17.0,14.74468085106383,15.127659574468085,0.7021276595744681,0,0,6,0.0,0.125,9,6.0,26.0,14.386363636363637,14.113636363636363,0.45454545454545453,0.0,0.0,8.0,0.0,0.18181818181818182,0.01575757575757576,0.030303030303030304
2025,Williams,2022-2025_ground_effect,24,124.0,11.958333333333334,11.604166666666666,0.3541666666666667,0,2,21,0.041666666666666664,0.4375,5,9.0,17.0,14.74468085106383,15.127659574468085,0.7021276595744681,0.0,0.0,6.0,0.0,0.125,0.20545454545454545,0.39636363636363636
